id_product;id_product_attribute;categorie;marque;nom;stock;prix_achat_ht;prix_vente_ttc;qte_30j;rotation_30j;rotation_60j;rotation_90j;tva_type;tva_rate;prix_vente_ht_equiv;flag_pa_missing;marge_eur;produit;produit_declinaison;nb_commandes_total;nb_clients_total;ca_total_ht;quantite_totale;panier_moyen_ht;age_moyen;anciennete_moyenne_jours;nb_nouveaux_clients;nb_anciens_clients;pourcentage_nouveaux_clients;taux_reachat_pourcent;p_new;p_stock;p_qte30;p_marge;p_reachat;score_acquisition;score_fidelisation;eligible
7374;2608;FILTRE;Cokin;COKIN KIT NX-SERIES Cokin NX-Series: Expert;0;264.96;599.0;0;;;;NEUF;0.2;499.1666666666667;False;234.2066666666667;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.9068171133051246;0.3962388340385519;48.42759755524213;53.218617771509166;False
7374;2609;FILTRE;Cokin;COKIN KIT NX-SERIES Cokin NX-Series: Professionnel;0;317.96;749.0;0;;;;NEUF;0.2;624.1666666666667;False;306.20666666666676;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.9305124588622473;0.3962388340385519;48.783027738598975;53.81100141043723;False
7396;2610;NAS/RAID;Lacie;LACIE DISQUE DUR 2BIG DOCK V2 THUNDERBOLT 3 Capacité stockage: 16TB;0;590.91;998.9;0;;;;NEUF;0.2;832.4166666666666;False;241.50666666666666;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.9101081335213916;0.3962388340385519;48.47696285848613;53.300893276915836;False
7396;2611;NAS/RAID;Lacie;LACIE DISQUE DUR 2BIG DOCK V2 THUNDERBOLT 3 Capacité stockage: 20TB;0;646.38;1092.9;0;;;;NEUF;0.2;910.7500000000001;False;264.3700000000001;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.9176304654442877;0.3962388340385519;48.58979783732957;53.48895157498824;False
7396;2612;NAS/RAID;Lacie;LACIE DISQUE DUR 2BIG DOCK V2 THUNDERBOLT 3 Capacité stockage: 28TB;0;779.73;1286.9;0;;;;NEUF;0.2;1072.4166666666667;False;292.6866666666667;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.9280677009873061;0.3962388340385519;48.74635637047485;53.7498824635637;False
7396;2613;NAS/RAID;Lacie;LACIE DISQUE DUR 2BIG DOCK V2 THUNDERBOLT 3 Capacité stockage: 32TB;0;871.19;1471.9;0;;;;NEUF;0.2;1226.5833333333335;False;355.39333333333343;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.943488481429243;0.3962388340385519;48.97766807710391;54.13540197461213;False
7396;2615;NAS/RAID;Lacie;LACIE DISQUE DUR 2BIG DOCK V2 THUNDERBOLT 3 Capacité stockage: 40TB;0;1002.06;1715.9;0;;;;NEUF;0.2;1429.9166666666667;False;427.8566666666668;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.9541137752703338;0.3962388340385519;49.13704748472026;54.4010343206394;False
7396;10728;NAS/RAID;Lacie;LACIE DISQUE DUR 2BIG DOCK V2 THUNDERBOLT 3 Capacité stockage: 48TB;0;1187.25;2499.9;0;;;;NEUF;0.2;2083.25;False;896.0;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.9849553361542078;0.3962388340385519;49.59967089797838;55.17207334273625;False
7396;15620;NAS/RAID;Lacie;LACIE DISQUE DUR 2BIG DOCK V2 THUNDERBOLT 3 Capacité stockage: 60TB;0;1529.5;2670.0;0;;;;NEUF;0.2;2225.0;False;695.5;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.9791255289139633;0.3962388340385519;49.51222378937471;55.026328161730135;False
7401;2620;OBJECTIF;Zeiss;ZEISS OBJECTIF BATIS 40MM F/2 CF Type de monture: Sony E;0;998.0;1429.0;0;;;;NEUF;0.2;1190.8333333333335;False;192.83333333333348;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.8836859426422191;0.3962388340385519;48.080629995298544;52.64033850493652;False
7402;2625;OBJECTIF;Zeiss;ZEISS OBJECTIF LOXIA 85MM F/2.4 Type de monture: Sony E;0;1033.0;1479.0;0;;;;NEUF;0.2;1232.5;False;199.5;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.8862717442407146;0.3962388340385519;48.11941701927598;52.70498354489892;False
7403;2624;OBJECTIF;Zeiss;ZEISS OBJECTIF LOXIA 25MM F/2.4 Type de monture: Sony E;0;963.0;1379.0;0;;;;NEUF;0.2;1149.1666666666667;False;186.16666666666674;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.8781382228490832;0.3962388340385519;47.99741419840151;52.50164551010813;False
7414;3161;OBJECTIF;Tamron;TAMRON OBJECTIF 50-400MM F/4.5-6.3 DI III VC VXD Type de monture: Sony E;0;1057.0;1449.0;0;;;;NEUF;0.2;1207.5;False;150.5;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.8474377056887635;0.3962388340385519;47.53690644099671;51.734132581100134;False
7425;2635;MODELEUR;Magmod;MAGMOD FLASH KIT V2 Magmod: Starter;2;67.56;104.9;2;1.0;2.0;2.0;NEUF;0.2;87.41666666666667;False;19.85666666666667;MAGMOD FLASH KIT V2;MAGMOD FLASH KIT V2 - Magmod: Starter;3.0;3.0;262.26;3.0;87.42;39.0;158.0;2.0;1.0;66.7;33.3;0.8652092148566055;0.8496003761165961;0.9524212505876822;0.3451810061118947;0.8038551951104842;80.5886224729666;72.80488951574988;True
7425;2636;MODELEUR;Magmod;MAGMOD FLASH KIT V2 Magmod: Professional;0;129.54;193.9;0;;;;NEUF;0.2;161.58333333333334;False;32.04333333333335;MAGMOD FLASH KIT V2;MAGMOD FLASH KIT V2 - Magmod: Professional;1.0;1.0;161.58;1.0;161.58;35.0;0.0;1.0;0.0;100.0;0.0;0.9511988716502116;0.36577338975082274;0.46821814762576397;0.48086506817113306;0.3962388340385519;64.28185237423601;42.56981664315938;False
7425;2637;MODELEUR;Magmod;MAGMOD FLASH KIT V2 Magmod: Basic Arno de Bruijn;0;149.83;223.9;0;;;;NEUF;0.2;186.58333333333334;False;36.75333333333333;MAGMOD FLASH KIT V2;MAGMOD FLASH KIT V2 - Magmod: Basic Arno de Bruijn;1.0;1.0;186.58;1.0;186.58;;0.0;1.0;0.0;100.0;0.0;0.9511988716502116;0.36577338975082274;0.46821814762576397;0.5135872120357311;0.3962388340385519;64.77268453220498;43.38787023977434;False
7425;2638;MODELEUR;Magmod;MAGMOD FLASH KIT V2 Magmod: Pro Arno de Bruijn;0;288.68;432.9;0;;;;NEUF;0.2;360.75;False;72.07;MAGMOD FLASH KIT V2;MAGMOD FLASH KIT V2 - Magmod: Pro Arno de Bruijn;1.0;1.0;360.75;1.0;360.75;53.0;194.0;1.0;0.0;100.0;100.0;0.9511988716502116;0.36577338975082274;0.46821814762576397;0.7136812411847673;0.9539257169722614;67.77409496944053;67.90926187118006;False
7426;2643;MODELEUR;Magmod;"MAGMOD SOFTBOX MAGBOX 24"" KIT Magmod: Profoto gel";0;185.33;299.0;0;;;;NEUF;0.2;249.16666666666669;False;63.83666666666667;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.6869769628584861;0.3962388340385519;45.12999529854255;47.72261401034321;False
7444;3058;SUPPORT/RIGS;Tilta;TILTA CAGE POUR SONY A7 IV Tilta: Standard;0;66.0;99.9;0;;;;NEUF;0.2;83.25000000000001;False;17.250000000000014;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.3085096379877762;0.3962388340385519;39.4529854254819;38.26093088857546;False
7444;3059;SUPPORT/RIGS;Tilta;TILTA CAGE POUR SONY A7 IV Tilta: Basic kit;0;114.0;171.9;0;;;;NEUF;0.2;143.25;False;29.25;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.4519981194170193;0.3962388340385519;41.60531264692055;41.848142924306536;False
