annee;categorie_principale;sous_categorie;nb_commandes_total;nb_clients_total;ca_total_ht;quantite_totale;panier_moyen_ht;age_moyen;anciennete_moyenne_jours;nb_nouveaux_clients;nb_anciens_clients;pourcentage_nouveaux_clients;ca_nouveaux_clients;ca_anciens_clients;panier_moyen_nouveaux;panier_moyen_anciens;taux_reachat_pourcent
2025;FILTRE;"FILTRE DENSITE NEUTRE";344;330;42829.08;366;124.50;34.5;306;160;173;48.5;18884.25;23944.83;118.03;130.13;60.3
2025;"CAMERA EMBARQUEE/360";"CAMERA 360";90;84;42355.02;92;470.61;35.1;496;33;51;39.3;15343.34;27011.68;464.95;473.89;60.7
2025;"MATERIEL D'ECLAIRAGE";MODELEUR;640;575;39478.51;1040;61.69;37.5;360;278;310;48.3;17630.66;21847.85;63.42;60.35;60.7
2025;ACCESSOIRES;"BAGUE D'ADAPTATION";354;347;38851.96;364;109.75;41.5;263;220;131;63.4;24544.14;14307.82;111.56;106.77;52.7
2025;SUPPORT/RIGS;CAGE;324;311;38624.82;378;119.21;32.3;297;154;159;49.5;18508.65;20116.17;120.19;118.33;62.7
2025;"MATERIEL VIDEO";TREPIED/SLIDER;159;159;35579.17;167;223.77;41.2;277;82;77;51.6;19231.37;16347.80;234.53;212.31;54.7
2025;OBJECTIF;"OBJECTIF MOYEN FORMAT";14;13;33281.63;15;2377.26;62.6;368;6;7;46.2;14371.66;18909.97;2395.28;2363.75;69.2
2025;FILTRE;"FILTRES SPECIAUX";217;208;32690.97;248;150.65;38.0;402;99;112;47.6;12628.52;20062.45;127.56;170.02;62.0
2025;"MATERIEL INFORMATIQUE";LOGICIEL;118;118;32197.49;118;272.86;31.6;183;79;39;66.9;21585.46;10612.03;273.23;272.10;40.7
2025;LOGICIEL;VIDEO;118;118;32197.49;118;272.86;31.6;183;79;39;66.9;21585.46;10612.03;273.23;272.10;40.7
2025;FILTRE;"FILTRE UV, POLARISANT,..";595;543;31539.40;738;53.01;44.6;292;270;293;49.7;12498.52;19040.88;46.29;58.59;66.3
2025;FILTRE;"KIT DE FILTRES";167;165;31485.07;171;188.53;39.9;297;81;86;49.1;14525.02;16960.05;179.32;197.21;60.6
2025;"MATERIEL INFORMATIQUE";STOCKAGE;125;120;30430.75;133;243.45;36.9;365;56;64;46.7;14477.70;15953.05;258.53;231.20;63.3
2025;SAC/VALISE;"SAC A BANDOULIERE";299;290;29761.23;306;99.54;40.9;290;155;136;53.4;15284.25;14476.98;98.61;100.53;56.6
2025;TREPIED/ROTULE;"SYSTEME D'ATTACHE RAPIDE";558;530;29563.13;676;52.98;42.5;367;259;282;48.9;14219.58;15343.55;54.90;51.32;63.4
2025;"MATERIEL D'ECLAIRAGE";"ACCESSOIRE ECLAIRAGE";407;393;28586.06;464;70.24;38.3;379;178;220;45.3;12908.85;15677.21;72.52;68.46;64.9
2025;"AUDIO PRO";"BOOM/SHOTGUN MICROS";162;161;28178.89;164;173.94;30.7;202;100;62;62.1;17528.24;10650.65;175.28;171.78;51.6
2025;SAC/VALISE;INSERT/ETUI;409;383;27663.38;542;67.64;40.2;354;199;191;52.0;12276.89;15386.49;61.69;73.27;56.9
2025;TREPIED/SLIDER;"TREPIED VIDEO";117;117;26843.71;122;229.43;40.6;246;60;57;51.3;14334.56;12509.15;238.91;219.46;53.8
2025;"ACCESSOIRE DE TERRAIN";AFFÛT/CAMOUFLAGE;275;247;25594.10;389;93.07;43.9;227;160;97;64.8;13453.22;12140.88;84.08;105.57;49.4
2025;"OBJECTIF OCCASION";"MOYEN FORMAT OCCASION";17;14;25175.10;17;1480.89;53.2;356;8;7;57.1;12592.00;12583.10;1574.00;1398.12;57.1
2025;"AUDIO PRO";MICROPHONE;144;142;23754.95;165;164.96;35.2;366;79;64;55.6;13024.84;10730.11;164.87;165.08;61.3
2025;"CARTE MEMOIRE/ACCESSOIRE";"LECTEUR DE CARTE";363;353;22986.14;365;63.32;40.4;355;172;185;48.7;10281.31;12704.83;59.78;66.52;70.0
2025;OBJECTIF;"OBJECTIF REFLEX";30;29;22811.43;30;760.38;41.9;201;17;13;58.6;13258.15;9553.28;779.89;734.87;65.5
2025;OBJECTIF;"OBJECTIF CINE";30;26;22628.32;31;754.28;30.4;507;12;14;46.2;7731.10;14897.22;644.26;827.62;69.2
2025;TREPIED/ROTULE;ROTULE;87;86;22390.38;89;257.36;50.0;248;37;49;43.0;9276.95;13113.43;250.73;262.27;68.6
2025;"MATERIEL INFORMATIQUE";NAS/RAID;16;15;22253.09;20;1390.82;43.9;513;6;9;40.0;8636.50;13616.59;1439.42;1361.66;60.0
2025;NAS/RAID;NAS;16;15;22253.09;20;1390.82;43.9;513;6;9;40.0;8636.50;13616.59;1439.42;1361.66;60.0
2025;MODELEUR;SOFTBOX;287;266;22234.47;352;77.47;35.3;395;121;148;45.5;10248.04;11986.43;84.69;72.21;64.7
2025;"MATERIEL VIDEO";BATTERIE/ALIMENTATION;164;151;21340.71;225;130.13;33.4;529;48;105;31.8;5998.12;15342.59;124.96;132.26;75.5
2025;"LUMIERE CONTINUE";"PANNEAU LUMINEUX";202;199;20852.08;225;103.23;33.8;409;88;111;44.2;8955.07;11897.01;101.76;104.36;63.8
2025;"ACCESSOIRE DE TERRAIN";"ÉTUI NÉOPRÈNE";179;171;19443.07;196;108.62;49.5;306;89;85;52.0;10385.79;9057.28;116.69;100.64;59.6
2025;"NATURE ET OUTDOOR";JUMELLES;36;35;19131.94;41;531.44;45.9;214;18;17;51.4;8251.37;10880.57;458.41;604.48;60.0
2025;"ACCESSOIRE ECLAIRAGE";TRANSMETTEUR;274;271;18939.54;276;69.12;38.8;370;122;150;45.0;9174.45;9765.09;75.20;64.24;66.8
2025;BATTERIE/ALIMENTATION;"CHARGEUR DE BATTERIE";456;447;18562.99;467;40.71;41.8;296;235;213;52.6;9181.30;9381.69;39.07;42.45;59.3
2025;ACCESSOIRES;TELECONVERTISSEUR;36;36;18475.65;36;513.21;51.3;509;12;24;33.3;6305.78;12169.87;525.48;507.08;77.8
2025;"ACCESSOIRE PHOTO";ENTRETIEN;943;905;17755.35;1157;18.83;40.0;297;484;433;53.5;9047.70;8707.65;18.69;18.97;57.7
2025;"MATERIEL D'ECLAIRAGE";"EQUIPEMENT DE STUDIO";188;182;17421.19;279;92.67;36.4;359;96;86;52.7;9180.23;8240.96;95.63;89.58;56.6
2025;"MATERIEL INFORMATIQUE";MONITEUR/CALIBRATION;47;45;16827.12;49;358.02;47.9;296;25;21;55.6;10810.85;6016.27;432.43;273.47;64.4
2025;"MATERIEL D'ECLAIRAGE";SUPPORT/FIXATION;272;254;16386.63;398;60.24;34.6;400;108;152;42.5;6669.16;9717.47;61.75;59.25;67.3
2025;DRONE;"ACCESSOIRE DRONE";83;80;15775.21;96;190.06;37.9;301;55;26;68.8;11055.16;4720.05;201.00;168.57;50.0
2025;Accueil;"Cartes cadeaux";106;99;15375.05;115;145.05;37.4;77;85;18;85.9;12233.37;3141.68;143.92;149.60;19.2
2025;"LUMIERE CONTINUE";"ANNEAU/TUBE LUMINEUX";61;56;14551.04;73;238.54;34.2;397;24;32;42.9;4883.91;9667.13;203.50;261.27;66.1
2025;Accueil;IMPRESSION;81;75;14537.45;170;179.47;39.5;386;40;36;53.3;7683.96;6853.49;192.10;167.16;52.0
2025;STUDIO/STREAMING;"MELANGEUR DE PRODUCTION";9;9;14276.72;9;1586.30;40.3;244;6;3;66.7;8824.48;5452.24;1470.75;1817.41;33.3
2025;"ACCESSOIRE OCCASION";"TELECONVERTISSEUR OCCASION";40;40;13279.20;41;331.98;47.6;318;20;20;50.0;6795.02;6484.18;339.75;324.21;57.5
2025;"EQUIPEMENT DE STUDIO";"ACCESSOIRES DE STUDIO";118;117;12796.46;179;108.44;37.7;361;59;58;50.4;6507.50;6288.96;110.30;106.59;59.0
2025;"APPAREIL PHOTO/VIDEO OCCASION";"TELEMETRIQUE OCCASION";3;3;12764.35;3;4254.78;48.0;394;2;1;66.7;9638.85;3125.50;4819.43;3125.50;66.7
2025;SAC/VALISE;"VALISE A ROULETTES";30;30;12360.60;31;412.02;44.7;391;12;18;40.0;4402.28;7958.32;366.86;442.13;63.3
2025;SUPPORT/FIXATION;"PIED D'ECLAIRAGE";197;188;12014.51;256;60.99;34.8;389;75;115;39.9;4716.40;7298.11;62.89;59.82;69.1
2025;STOCKAGE;"SSD PORTABLE";54;52;11985.77;56;221.96;33.9;374;24;28;46.2;5189.92;6795.85;216.25;226.53;63.5
2025;BATTERIE/ALIMENTATION;"BATTERIE V-MOUNT";51;50;11383.84;57;223.21;32.5;505;14;36;28.0;3392.76;7991.08;242.34;215.98;80.0
2025;STABILISATEUR;"ACCESSOIRE STABILISATEUR";59;58;11035.14;69;187.04;38.1;405;21;38;36.2;2299.94;8735.20;109.52;229.87;67.2
2025;JUMELLES;BINOCULAIRE;23;23;10659.08;23;463.44;42.2;196;13;10;56.5;7200.76;3458.32;553.90;345.83;60.9
2025;SAC/VALISE;"VALISE RIGIDE";25;25;10641.78;25;425.67;33.4;363;12;13;48.0;6024.83;4616.95;502.07;355.15;68.0
2025;"ACCESSOIRE DE TERRAIN";SUPPORT;125;121;10509.35;138;84.07;55.1;261;75;47;62.0;6208.39;4300.96;82.78;86.02;50.4
2025;ARGENTIQUE;"APPAREIL PHOTO";33;33;10090.40;36;305.77;37.4;63;28;5;84.8;4583.16;5507.24;163.68;1101.45;15.2
2025;"AUDIO PRO";ENREGISTREUR;37;37;9034.20;37;244.17;33.2;334;20;17;54.1;4891.90;4142.30;244.60;243.66;62.2
2025;STUDIO/STREAMING;"CONTROLEURS DE MONTAGE VIDEO";15;15;9024.60;16;601.64;32.8;460;6;9;40.0;4688.75;4335.85;781.46;481.76;60.0
2025;BATTERIE/ALIMENTATION;"POIGNEE DE BATTERIE";28;27;8871.57;28;316.84;45.3;527;13;14;48.1;4501.24;4370.33;346.25;291.36;70.4
2025;"MATERIEL PHOTO";ARGENTIQUE;124;121;8574.21;323;69.15;37.9;102;102;21;84.3;7261.91;1312.30;71.20;59.65;18.2
2025;"ACCESSOIRE PHOTO";PROTECTION;170;166;7168.40;192;42.17;44.5;343;83;83;50.0;3694.56;3473.84;44.51;39.93;59.6
2025;BATTERIE/ALIMENTATION;"BATTERIE LITHIUM";93;91;6776.12;116;72.86;33.1;558;25;66;27.5;1748.13;5027.99;69.93;73.94;81.3
2025;ACCESSOIRES;"ACCESSOIRE OPTIQUE";153;150;6634.37;184;43.36;46.5;308;70;81;46.7;2718.37;3916.00;38.83;47.18;61.3
2025;"PRO VIDEO";"ACCESSOIRE VIDÉO";21;20;6626.51;27;315.55;27.7;507;7;13;35.0;1354.00;5272.51;193.43;376.61;65.0
2025;TREPIED/ROTULE;MONOPODE;55;55;6613.91;55;120.25;50.5;393;22;33;40.0;2576.51;4037.40;117.11;122.35;70.9
2025;"AUDIO PRO";"ACCESSOIRE AUDIO";133;130;6540.05;157;49.17;32.9;294;57;73;43.8;2903.95;3636.10;50.95;47.84;61.5
2025;THERMIQUE;PORTABLE;58;58;6530.56;58;112.60;39.4;326;32;26;55.2;3596.67;2933.89;112.40;112.84;48.3
2025;IMPRESSION;THERMIQUE;58;58;6530.56;58;112.60;39.4;326;32;26;55.2;3596.67;2933.89;112.40;112.84;48.3
2025;"OBJECTIF OCCASION";"MANUEL OCCASION";9;9;6462.54;9;718.06;44.4;307;3;6;33.3;1462.10;5000.44;487.37;833.41;66.7
2025;"ACCESSOIRE ECLAIRAGE";BATTERIE/CHARGEUR;99;96;6447.89;119;65.13;38.6;464;40;58;41.7;2785.28;3662.61;69.63;62.08;64.6
2025;"MATERIEL INFORMATIQUE";HUB/CABLE/ALIMENTATION;174;169;6362.50;204;36.57;35.2;434;59;110;34.9;2193.12;4169.38;37.17;36.26;75.7
2025;OBJECTIF;"OBJECTIF MANUEL";19;19;5977.78;19;314.62;39.8;255;11;8;57.9;3363.11;2614.67;305.74;326.83;63.2
2025;TREPIED/ROTULE;ACCESSOIRE;124;121;5885.36;161;47.46;46.4;397;53;68;43.8;3065.58;2819.78;57.84;39.72;62.8
2025;"ACCESSOIRE OCCASION";"FLASH OCCASION";34;34;5718.55;35;168.19;43.4;299;18;16;52.9;3344.65;2373.90;185.81;148.37;52.9
2025;STOCKAGE;"DISQUE DUR PORTABLE";38;37;5690.88;42;149.76;33.7;404;13;24;35.1;2178.04;3512.84;167.54;140.51;67.6
2025;SUPPORT/RIGS;RIG;140;132;5677.64;172;40.55;32.6;402;51;83;38.6;2536.68;3140.96;49.74;35.29;70.5
2025;"ACCESSOIRE OCCASION";"STABILISATEUR OCCASION";15;15;5478.85;15;365.26;32.0;558;7;8;46.7;2602.10;2876.75;371.73;359.59;60.0
2025;"ACCESSOIRE OCCASION";"GRIP OCCASION";33;33;5467.84;33;165.69;49.0;359;14;19;42.4;2218.10;3249.74;158.44;171.04;63.6
2025;MONITEUR/CALIBRATION;CALIBRATION;36;35;5335.04;36;148.20;46.3;322;18;17;51.4;2232.02;3103.02;124.00;172.39;68.6
2025;STOCKAGE;SSD;17;16;5271.76;18;310.10;39.1;258;11;5;68.8;3221.33;2050.43;292.85;341.74;56.3
2025;OBJECTIF;"OBJECTIF TELEMETRIQUE";2;2;5225.00;2;2612.50;56.0;1380;0;2;0.0;0.00;5225.00;;2612.50;100.0
2025;"ACCESSOIRE OCCASION";MONITEUR/ENREGISTEUR;15;15;5201.77;15;346.78;30.9;618;6;9;40.0;1894.67;3307.10;315.78;367.46;80.0
2025;IMPRESSION;"JET D'ENCRE";7;7;5135.00;8;733.57;49.8;321;3;4;42.9;2388.33;2746.67;796.11;686.67;85.7
2025;TREPIED/SLIDER;"MONOPODE VIDEO";31;31;5041.69;31;162.64;50.3;371;13;18;41.9;2130.68;2911.01;163.90;161.72;71.0
2025;"ACCESSOIRE DE TERRAIN";"PROTECTION ANTI-PLUIE";123;118;5040.37;139;40.98;43.8;325;59;61;50.0;2138.75;2901.62;36.25;45.34;65.3
2025;"JET D'ENCRE";PHOTO;7;7;4735.83;7;676.55;50.8;367;3;4;42.9;1989.16;2746.67;663.05;686.67;85.7
2025;MONITEUR/CALIBRATION;"MONITEUR DE RETOUCHES";7;7;4710.58;7;672.94;56.1;369;3;4;42.9;1797.33;2913.25;599.11;728.31;71.4
2025;"ACCESSOIRE OCCASION";"BAGUE D'ADAPTATION OCCASION";37;35;4690.80;37;126.78;49.1;235;23;12;65.7;2791.30;1899.50;121.36;135.68;54.3
2025;MODELEUR;"COUPE FLUX, SNOOTS ET GRILLES";77;74;4497.63;98;58.41;40.7;343;33;42;44.6;1958.96;2538.67;59.36;57.70;60.8
2025;"CAMERA EMBARQUEE/360";"ACCESSOIRE POUR CAM";85;83;4375.51;119;51.48;34.9;407;40;43;48.2;1815.53;2559.98;45.39;56.89;59.0
2025;"EQUIPEMENT DE STUDIO";"FOND DE STUDIO";71;67;4210.58;93;59.30;34.8;376;35;32;52.2;2429.16;1781.42;69.40;49.48;56.7
2025;FORMATION;"FORMATION MÉTIER";21;21;4208.35;21;200.40;39.3;79;14;7;66.7;3032.51;1175.84;216.61;167.98;38.1
2025;FORMATION;"FORMATION LOGICIEL";23;23;4011.50;24;174.41;51.2;262;11;12;47.8;2157.41;1854.09;196.13;154.51;56.5
2025;"OBJECTIF OCCASION";"TELEMETRIQUE OCCASION";3;3;3997.00;3;1332.33;28.0;699;0;3;0.0;0.00;3997.00;;1332.33;100.0
2025;"ACCESSOIRE PHOTO";TELECOMMANDE;57;57;3946.18;58;69.23;49.6;370;29;28;50.9;2142.51;1803.67;73.88;64.42;61.4
2025;MODELEUR;"MODELEUR POUR FLASH COBRA";113;113;3840.86;114;33.99;37.6;306;55;58;48.7;2238.49;1602.37;40.70;27.63;58.4
2025;"APPAREIL PHOTO NUMERIQUE";"APPAREIL PHOTO REFLEX";3;3;3789.16;3;1263.05;39.5;1;3;0;100.0;3789.16;0.00;1263.05;;33.3
2025;ACCESSOIRES;"BOUCHON ET PARE-SOLEIL";128;127;3754.34;155;29.33;49.2;330;60;67;47.2;1847.51;1906.83;30.79;28.04;58.3
2025;MODELEUR;ACCESSOIRE;170;161;3703.75;229;21.79;38.8;375;64;99;39.8;1184.43;2519.32;18.51;23.77;70.8
2025;STUDIO/STREAMING;"CONVERTISSEUR DE SIGNAL";7;7;3279.16;9;468.45;34.9;409;3;4;42.9;1489.83;1789.33;496.61;447.33;57.1
2025;MODELEUR;PARAPLUIE;78;72;3184.98;136;40.83;40.5;328;36;38;50.0;1101.06;2083.92;30.59;49.62;61.1
2025;SUPPORT/FIXATION;"SUPPORT DE FOND";49;49;3093.54;50;63.13;33.1;415;22;27;44.9;1324.00;1769.54;60.18;65.54;67.3
2025;FLASH;"FLASH MACRO ET CIRCULAIRE";18;18;3054.55;18;169.70;42.4;406;9;9;50.0;1340.51;1714.04;148.95;190.45;55.6
2025;"ACCESSOIRE DE TERRAIN";GANT/CHAUSSETTE;47;46;3024.21;57;64.34;46.5;297;23;24;50.0;1398.86;1625.35;60.82;67.72;63.0
2025;FILTRE;"FILTRE DRONE";40;40;2847.04;47;71.18;38.5;334;20;20;50.0;1562.10;1284.94;78.11;64.25;60.0
2025;"ACCESSOIRE PHOTO";"LIVRES PHOTO";58;58;2828.55;61;48.77;51.6;264;43;15;74.1;2144.39;684.16;49.87;45.61;27.6
2025;TREPIED/ROTULE;SUPPORT;34;31;2826.36;36;83.13;54.7;338;14;19;45.2;1364.20;1462.16;97.44;73.11;64.5
2025;JUMELLES;MONOCULAIRE;3;3;2624.16;3;874.72;56.3;47;2;1;66.7;681.66;1942.50;340.83;1942.50;33.3
2025;TREPIED/SLIDER;"ROTULE VIDEO";15;15;2465.10;15;164.34;32.8;233;8;7;53.3;1401.18;1063.92;175.15;151.99;53.3
2025;JUMELLES;THERMIQUE;2;2;2381.67;2;1190.84;59.0;226;0;2;0.0;0.00;2381.67;;1190.84;100.0
2025;STABILISATEUR;"STABILISATEUR MOBILE";18;18;2222.82;18;123.49;40.2;411;8;10;44.4;886.50;1336.32;110.81;133.63;55.6
2025;IMPRESSION;PAPIER;60;55;2161.88;87;36.03;37.4;353;32;24;58.2;1263.15;898.73;39.47;32.10;45.5
2025;MODELEUR;REFLECTEUR;106;106;2136.49;114;20.16;36.2;332;44;62;41.5;899.68;1236.81;20.45;19.95;67.0
2025;HUB/CABLE/ALIMENTATION;USB;56;55;2117.27;63;37.81;35.5;427;18;37;32.7;577.59;1539.68;32.09;40.52;76.4
2025;BATTERIE/ALIMENTATION;ALIMENTATION/CABLE;26;25;2076.47;28;79.86;35.8;426;6;19;24.0;526.07;1550.40;87.68;77.52;76.0
2025;PAPIER;THERMIQUE;59;54;2067.38;81;35.04;37.2;358;31;24;57.4;1168.65;898.73;37.70;32.10;46.3
2025;"OBJECTIF OCCASION";"CINE OCCASION";3;3;2014.55;4;671.52;24.7;287;0;3;0.0;0.00;2014.55;;671.52;100.0
2025;SUPPORT/FIXATION;FIXATION;38;37;1889.14;46;49.71;33.3;434;18;19;48.6;807.84;1081.30;44.88;54.07;56.8
2025;"AUDIO PRO";"MICROPHONE LAVALIER";22;20;1887.35;27;85.79;34.3;395;9;11;45.0;750.69;1136.66;83.41;87.44;65.0
2025;"ACCESSOIRE DE TERRAIN";"PIEGE PHOTO";11;11;1828.89;12;166.26;50.7;195;6;5;54.5;958.97;869.92;159.83;173.98;45.5
2025;DRONE;BATTERIE;23;23;1791.25;28;77.88;40.7;342;11;12;47.8;956.42;834.83;86.95;69.57;56.5
2025;ARGENTIQUE;"FILM 35MM";61;59;1739.56;143;28.52;38.5;130;47;13;79.7;1263.14;476.42;26.88;34.03;25.4
2025;"ACCESSOIRE PHOTO";"ACCESSOIRE POUR LCD/VISEUR";38;37;1611.69;39;42.41;46.8;443;19;19;51.4;325.21;1286.48;17.12;67.71;59.5
2025;ARGENTIQUE;"FILM INSTANTANE";35;35;1582.84;141;45.22;37.5;84;30;5;85.7;1379.03;203.81;45.97;40.76;14.3
2025;TREPIED/SLIDER;SLIDER;5;5;1579.14;5;315.83;41.0;72;4;1;80.0;1329.98;249.16;332.50;249.16;20.0
2025;HUB/CABLE/ALIMENTATION;HUB;20;20;1572.19;24;78.61;46.2;373;8;12;40.0;656.98;915.21;82.12;76.27;80.0
2025;HUB/CABLE/ALIMENTATION;VIDEO;85;81;1534.76;95;18.06;31.1;533;24;57;29.6;539.60;995.16;22.48;16.31;79.0
2025;"ACCESSOIRE OCCASION";AUDIO;9;9;1475.34;9;163.93;27.0;381;4;5;44.4;689.74;785.60;172.44;157.12;66.7
2025;BATTERIE/ALIMENTATION;"ADAPTATEUR AC/COUPLEUR";22;22;1354.93;25;61.59;35.5;666;7;15;31.8;360.99;993.94;51.57;66.26;86.4
2025;FILTRE;"FILTRE CAPTEUR";14;14;1301.22;14;92.94;45.5;739;6;8;42.9;537.24;763.98;89.54;95.50;57.1
2025;"CARTE MEMOIRE/ACCESSOIRE";ACCESSOIRE;62;60;1219.29;62;19.67;36.1;322;19;41;31.7;402.34;816.95;21.18;19.00;80.0
2025;"MATERIEL VIDEO";SAC/VALISE;13;13;1174.62;20;90.36;40.1;420;3;10;23.1;152.17;1022.45;50.72;102.25;92.3
2025;BATTERIE/ALIMENTATION;CHARGEUR;22;22;1104.28;24;50.19;33.7;588;6;16;27.3;331.16;773.12;55.19;48.32;72.7
2025;HUB/CABLE/ALIMENTATION;CHARGEUR;17;17;1076.04;19;63.30;46.4;99;8;9;47.1;356.71;719.33;44.59;79.93;70.6
2025;BATTERIE/ALIMENTATION;PILES/CHARGEUR;13;13;1058.73;15;81.44;49.1;550;7;6;53.8;491.40;567.33;70.20;94.56;53.8
2025;JUMELLES;"ACCESSOIRE JUMELLE";9;8;1049.87;11;116.65;45.6;257;4;4;50.0;368.95;680.92;92.24;136.18;50.0
2025;"MATERIEL INFORMATIQUE";SCANNER;1;1;915.83;1;915.83;52.0;2;1;0;100.0;915.83;0.00;915.83;;0.0
2025;SCANNER;SCANNER;1;1;915.83;1;915.83;52.0;2;1;0;100.0;915.83;0.00;915.83;;0.0
2025;"AUDIO PRO";CASQUE;7;7;848.91;7;121.27;42.8;601;3;4;42.9;332.33;516.58;110.78;129.15;57.1
2025;STOCKAGE;"DISQUE DUR EXTERNE";2;2;786.50;2;393.25;45.5;550;0;2;0.0;0.00;786.50;;393.25;100.0
2025;STUDIO/STREAMING;TELEPROMPTEUR;6;6;728.34;6;121.39;29.7;327;4;2;66.7;488.34;240.00;122.09;120.00;33.3
2025;"ACCESSOIRE DE TERRAIN";"ÉNERGIE AUTONOME";11;11;723.34;12;65.76;43.2;467;5;6;45.5;418.17;305.17;83.63;50.86;63.6
2025;ENCRE;"JET D'ENCRE";2;2;710.01;17;355.01;43.3;895;1;1;50.0;435.81;274.20;435.81;274.20;50.0
2025;IMPRESSION;ENCRE;2;2;710.01;17;355.01;43.3;895;1;1;50.0;435.81;274.20;435.81;274.20;50.0
2025;TREPIED/SLIDER;"ACCESSOIRE TREPIED VIDEO";14;14;665.71;15;47.55;52.6;521;3;11;21.4;96.69;569.02;32.23;51.73;85.7
2025;MONITEUR/CALIBRATION;"TABLETTE GRAPHIQUE / CONSOLE";2;2;583.16;2;291.58;49.5;0;2;0;100.0;583.16;0.00;291.58;;50.0
2025;"ACCESSOIRE OCCASION";"CAMERA EMBARQUEE";2;2;564.00;2;282.00;34.0;0;2;0;100.0;564.00;0.00;282.00;;0.0
2025;"ACCESSOIRE DE TERRAIN";MULTI-TOOLS;14;14;482.15;16;34.44;42.4;404;6;8;42.9;93.66;388.49;15.61;48.56;57.1
2025;ACCESSOIRES;"SYSTEME DE CONTROLE SANS FIL";2;2;439.00;2;219.50;35.0;240;1;1;50.0;359.08;79.92;359.08;79.92;50.0
2025;"EQUIPEMENT DE STUDIO";PACKSHOT;7;7;414.15;7;59.16;30.8;100;4;3;57.1;243.57;170.58;60.89;56.86;42.9
2025;"JET D'ENCRE";"TOUT EN UN";1;1;399.17;1;399.17;45.0;3;1;0;100.0;399.17;0.00;399.17;;0.0
2025;MONITEUR/CALIBRATION;"MONITEUR PORTABLE";1;1;365.00;2;365.00;45.0;3;1;0;100.0;365.00;0.00;365.00;;0.0
2025;"ACCESSOIRE ECLAIRAGE";AMPOULE;9;9;304.62;13;33.85;46.4;268;5;4;55.6;267.76;36.86;53.55;9.22;44.4
2025;"AUDIO PRO";"MICROPHONE POUR MOBILE";1;1;299.17;1;299.17;40.0;0;1;0;100.0;299.17;0.00;299.17;;0.0
2025;STOCKAGE;"DISQUE DUR INTERNE";1;1;207.50;1;207.50;24.0;359;0;1;0.0;0.00;207.50;;207.50;100.0
2025;FORMATION;"PRODUIT DIGITAL VIDEO";10;10;204.15;10;20.42;34.9;89;7;3;70.0;149.15;55.00;21.31;18.33;40.0
2025;"ACCESSOIRE DE TERRAIN";LAMPE/ÉCLAIRAGE;2;2;159.91;2;79.96;52.0;551;0;2;0.0;0.00;159.91;;79.96;100.0
2025;FORMATION;"PRODUIT DIGITAL PHOTO";1;1;108.32;1;108.32;24.0;16;0;1;0.0;0.00;108.32;;108.32;100.0
2025;PAPIER;"JET D'ENCRE";1;1;94.50;6;94.50;45.0;3;1;0;100.0;94.50;0.00;94.50;;0.0
2025;ARGENTIQUE;"APPAREIL PHOTO JETABLE";3;3;78.08;4;26.03;34.0;128;2;1;66.7;36.58;41.50;18.29;41.50;33.3
