annee;categorie_principale;sous_categorie;nb_commandes_total;nb_clients_total;ca_total_ht;quantite_totale;panier_moyen_ht;age_moyen;anciennete_moyenne_jours;nb_nouveaux_clients;nb_anciens_clients;pourcentage_nouveaux_clients;ca_nouveaux_clients;ca_anciens_clients;panier_moyen_nouveaux;panier_moyen_anciens;taux_reachat_pourcent
2026;"MATERIEL D'ECLAIRAGE";SUPPORT/FIXATION;60;55;4128.96;99;68.82;31.6;268;24;33;43.6;1232.06;2896.90;51.34;80.47;69.1
2026;"MATERIEL D'ECLAIRAGE";"EQUIPEMENT DE STUDIO";44;44;4062.13;56;92.32;34.8;492;15;29;34.1;1432.27;2629.86;95.48;90.68;72.7
2026;"MATERIEL VIDEO";BATTERIE/ALIMENTATION;21;21;3714.09;29;176.86;34.7;428;10;11;47.6;1463.42;2250.67;146.34;204.61;52.4
2026;ACCESSOIRES;TELECONVERTISSEUR;9;9;3709.16;9;412.13;54.8;556;4;5;44.4;1821.67;1887.49;455.42;377.50;77.8
2026;"CARTE MEMOIRE/ACCESSOIRE";"LECTEUR DE CARTE";56;55;3597.94;57;64.25;40.8;273;23;33;41.8;1228.93;2369.01;53.43;71.79;61.8
2026;"MATERIEL PHOTO";ARGENTIQUE;31;31;3488.48;80;112.53;30.6;207;18;13;58.1;2269.83;1218.65;126.10;93.74;41.9
2026;"MATERIEL INFORMATIQUE";LOGICIEL;14;14;3439.20;14;245.66;25.6;224;7;7;50.0;1695.01;1744.19;242.14;249.17;50.0
2026;STABILISATEUR;STABILISATEUR;11;11;3399.19;11;309.02;28.5;166;8;3;72.7;2585.02;814.17;323.13;271.39;36.4
2026;"MATERIEL D'ECLAIRAGE";"ACCESSOIRE ECLAIRAGE";60;60;3276.46;73;54.61;38.6;457;24;36;40.0;1242.69;2033.77;51.78;56.49;65.0
2026;TREPIED/ROTULE;"SYSTEME D'ATTACHE RAPIDE";68;65;3247.31;81;47.75;43.2;388;25;41;38.5;1262.00;1985.31;50.48;46.17;67.7
2026;LOGICIEL;VIDEO;13;13;3239.21;13;249.17;25.6;241;6;7;46.2;1495.02;1744.19;249.17;249.17;53.8
2026;"LUMIERE CONTINUE";"PANNEAU LUMINEUX";28;28;3209.31;32;114.62;31.3;455;13;15;46.4;2235.73;973.58;171.98;64.91;64.3
2026;TREPIED/ROTULE;ROTULE;19;19;3158.98;20;166.26;57.3;320;10;9;52.6;1766.98;1392.00;176.70;154.67;47.4
2026;SAC/VALISE;INSERT/ETUI;57;56;3095.18;60;54.30;35.2;317;31;25;55.4;1479.35;1615.83;47.72;62.15;48.2
2026;SUPPORT/FIXATION;"PIED D'ECLAIRAGE";51;46;3086.98;61;60.53;32.2;301;20;28;43.5;834.81;2252.17;41.74;72.65;69.6
2026;"EQUIPEMENT DE STUDIO";"ACCESSOIRES DE STUDIO";31;31;2927.72;37;94.44;35.1;567;9;22;29.0;912.02;2015.70;101.34;91.62;74.2
2026;BATTERIE/ALIMENTATION;"CHARGEUR DE BATTERIE";68;68;2812.96;71;41.37;46.3;346;37;31;54.4;1535.73;1277.23;41.51;41.20;48.5
2026;STOCKAGE;"SSD PORTABLE";10;10;2806.75;11;280.68;29.5;610;5;5;50.0;1136.33;1670.42;227.27;334.08;60.0
2026;"AUDIO PRO";MICROPHONE;14;13;2619.43;16;187.10;37.3;355;12;2;92.3;2282.84;336.59;190.24;168.30;23.1
2026;OBJECTIF;"OBJECTIF CINE";5;5;2593.83;5;518.77;23.0;280;1;4;20.0;295.75;2298.08;295.75;574.52;80.0
2026;"MATERIEL INFORMATIQUE";MONITEUR/CALIBRATION;10;9;2461.68;11;246.17;38.0;496;2;7;22.2;319.75;2141.93;159.88;267.74;77.8
2026;BATTERIE/ALIMENTATION;"BATTERIE V-MOUNT";9;9;2381.92;11;264.66;30.5;415;4;5;44.4;779.83;1602.09;194.96;320.42;55.6
2026;"ACCESSOIRE ECLAIRAGE";TRANSMETTEUR;38;38;2374.60;39;62.49;38.5;453;14;24;36.8;803.92;1570.68;57.42;65.45;73.7
2026;"ACCESSOIRE PHOTO";ENTRETIEN;135;133;2161.87;192;16.01;39.7;327;67;68;50.4;1124.37;1037.50;16.78;15.26;54.9
2026;"ACCESSOIRE OCCASION";"TELECONVERTISSEUR OCCASION";6;6;2064.25;6;344.04;47.8;214;4;2;66.7;1266.25;798.00;316.56;399.00;33.3
2026;ARGENTIQUE;"APPAREIL PHOTO";14;14;2006.71;15;143.34;27.0;151;11;3;78.6;1544.47;462.24;140.41;154.08;21.4
2026;OBJECTIF;"OBJECTIF REFLEX";4;4;1877.41;4;469.35;28.3;198;3;1;75.0;794.91;1082.50;264.97;1082.50;50.0
2026;JUMELLES;BINOCULAIRE;6;6;1814.08;6;302.35;68.0;344;5;1;83.3;1664.91;149.17;332.98;149.17;16.7
2026;"OBJECTIF OCCASION";"MANUEL OCCASION";2;2;1798.00;2;899.00;30.0;642;1;1;50.0;799.00;999.00;799.00;999.00;50.0
2026;"ACCESSOIRE OCCASION";"BAGUE D'ADAPTATION OCCASION";14;14;1615.72;14;115.41;44.4;190;10;4;71.4;1179.72;436.00;117.97;109.00;35.7
2026;TREPIED/ROTULE;MONOPODE;11;11;1570.92;12;142.81;49.1;225;5;6;45.5;437.92;1133.00;87.58;188.83;54.5
2026;"ACCESSOIRE DE TERRAIN";SUPPORT;17;17;1377.78;17;81.05;51.7;287;8;9;47.1;710.59;667.19;88.82;74.13;58.8
2026;"ACCESSOIRE OCCASION";"GRIP OCCASION";8;8;1355.15;8;169.39;43.8;566;4;4;50.0;609.15;746.00;152.29;186.50;50.0
2026;MODELEUR;"COUPE FLUX, SNOOTS ET GRILLES";20;19;1350.48;26;67.52;39.8;670;3;16;15.8;33.68;1316.80;11.23;77.46;84.2
2026;MODELEUR;"MODELEUR POUR FLASH COBRA";32;32;1349.92;32;42.19;37.6;476;12;20;37.5;494.00;855.92;41.17;42.80;75.0
2026;Accueil;IMPRESSION;12;12;1305.59;24;108.80;37.3;330;5;7;41.7;608.41;697.18;121.68;99.60;75.0
2026;"ACCESSOIRE DE TERRAIN";"PROTECTION ANTI-PLUIE";25;25;1233.65;33;49.35;43.1;434;11;14;44.0;520.90;712.75;47.35;50.91;60.0
2026;Accueil;"Cartes cadeaux";11;11;1208.35;12;109.85;38.4;50;10;1;90.9;1166.68;41.67;116.67;41.67;9.1
2026;"ACCESSOIRE DE TERRAIN";GANT/CHAUSSETTE;21;19;1196.62;26;56.98;53.3;338;8;12;42.1;481.06;715.56;60.13;55.04;63.2
2026;SAC/VALISE;"VALISE A ROULETTES";3;3;1177.25;3;392.42;28.7;508;1;2;33.3;450.75;726.50;450.75;363.25;100.0
2026;"ACCESSOIRE OCCASION";"STABILISATEUR OCCASION";3;3;1177.00;3;392.33;42.5;643;1;2;33.3;459.00;718.00;459.00;359.00;66.7
2026;BATTERIE/ALIMENTATION;"POIGNEE DE BATTERIE";3;3;1174.74;3;391.58;31.0;258;1;2;33.3;391.58;783.16;391.58;391.58;66.7
2026;ARGENTIQUE;"FILM INSTANTANE";17;17;1147.77;32;67.52;28.3;263;11;6;64.7;631.10;516.67;57.37;86.11;35.3
2026;SUPPORT/RIGS;RIG;23;23;1128.58;34;49.07;33.4;306;10;13;43.5;450.16;678.42;45.02;52.19;65.2
2026;MONITEUR/CALIBRATION;"MONITEUR DE RETOUCHES";1;1;1082.50;1;1082.50;23.0;846;0;1;0.0;0.00;1082.50;;1082.50;100.0
2026;TREPIED/ROTULE;ACCESSOIRE;23;23;1047.15;29;45.53;39.8;693;6;17;26.1;280.50;766.65;46.75;45.10;73.9
2026;"MATERIEL INFORMATIQUE";NAS/RAID;1;1;1032.50;1;1032.50;;30;1;0;100.0;1032.50;0.00;1032.50;;0.0
2026;NAS/RAID;NAS;1;1;1032.50;1;1032.50;;30;1;0;100.0;1032.50;0.00;1032.50;;0.0
2026;BATTERIE/ALIMENTATION;"BATTERIE LITHIUM";11;11;1019.18;12;92.65;36.3;578;4;7;36.4;568.01;451.17;142.00;64.45;63.6
2026;MONITEUR/CALIBRATION;CALIBRATION;7;7;979.34;8;139.91;38.5;573;1;6;14.3;119.83;859.51;119.83;143.25;85.7
2026;SUPPORT/FIXATION;FIXATION;10;9;917.36;14;91.74;25.8;118;4;5;44.4;244.68;672.68;61.17;112.11;66.7
2026;"LUMIERE CONTINUE";"ANNEAU/TUBE LUMINEUX";6;6;911.99;7;152.00;32.4;324;5;1;83.3;620.41;291.58;124.08;291.58;33.3
2026;TREPIED/SLIDER;"ROTULE VIDEO";5;5;905.59;5;181.12;39.4;488;2;3;40.0;366.50;539.09;183.25;179.70;60.0
2026;ACCESSOIRES;"BOUCHON ET PARE-SOLEIL";30;30;900.08;35;30.00;44.4;232;16;14;53.3;474.16;425.92;29.64;30.42;46.7
2026;IMPRESSION;THERMIQUE;8;8;886.10;8;110.76;34.0;145;4;4;50.0;436.42;449.68;109.11;112.42;75.0
2026;THERMIQUE;PORTABLE;8;8;886.10;8;110.76;34.0;145;4;4;50.0;436.42;449.68;109.11;112.42;75.0
2026;MODELEUR;ACCESSOIRE;40;39;880.11;59;22.00;39.1;353;17;22;43.6;444.31;435.80;26.14;18.95;56.4
2026;SUPPORT/FIXATION;"SUPPORT DE FOND";11;11;874.13;12;79.47;30.1;187;5;6;45.5;549.65;324.48;109.93;54.08;72.7
2026;"ACCESSOIRE ECLAIRAGE";BATTERIE/CHARGEUR;14;14;865.45;15;61.82;43.0;424;7;7;50.0;423.52;441.93;60.50;63.13;50.0
2026;"MATERIEL INFORMATIQUE";HUB/CABLE/ALIMENTATION;22;20;824.17;27;37.46;39.2;754;7;13;35.0;134.42;689.75;19.20;45.98;65.0
2026;STABILISATEUR;"ACCESSOIRE STABILISATEUR";12;11;796.75;13;66.40;26.3;366;5;6;45.5;277.25;519.50;55.45;74.21;63.6
2026;"ACCESSOIRE PHOTO";TELECOMMANDE;10;10;790.47;10;79.05;57.7;567;3;7;30.0;378.24;412.23;126.08;58.89;80.0
2026;STOCKAGE;"DISQUE DUR PORTABLE";6;6;764.66;6;127.44;34.7;454;3;3;50.0;394.83;369.83;131.61;123.28;50.0
2026;ACCESSOIRES;"ACCESSOIRE OPTIQUE";28;28;752.31;41;26.87;44.9;231;13;15;46.4;323.27;429.04;24.87;28.60;57.1
2026;"EQUIPEMENT DE STUDIO";PACKSHOT;3;3;729.08;3;243.03;37.3;109;2;1;66.7;396.58;332.50;198.29;332.50;66.7
2026;"ACCESSOIRE OCCASION";MONITEUR/ENREGISTEUR;2;2;728.00;2;364.00;26.0;45;1;1;50.0;399.00;329.00;399.00;329.00;50.0
2026;STUDIO/STREAMING;"CONVERTISSEUR DE SIGNAL";3;3;668.99;3;223.00;36.7;107;2;1;66.7;439.91;229.08;219.96;229.08;66.7
2026;"AUDIO PRO";"ACCESSOIRE AUDIO";17;17;620.42;18;36.50;35.1;490;8;9;47.1;328.91;291.51;41.11;32.39;52.9
2026;STUDIO/STREAMING;"CONTROLEURS DE MONTAGE VIDEO";3;3;619.76;3;206.59;33.5;1104;2;1;66.7;149.84;469.92;74.92;469.92;33.3
2026;"CAMERA EMBARQUEE/360";"ACCESSOIRE POUR CAM";14;14;618.26;19;44.16;31.3;450;7;7;50.0;266.25;352.01;38.04;50.29;50.0
2026;"ACCESSOIRE PHOTO";PROTECTION;18;18;610.33;19;33.91;54.5;288;10;8;55.6;329.68;280.65;32.97;35.08;44.4
2026;"ACCESSOIRE DE TERRAIN";"PIEGE PHOTO";3;3;587.08;4;195.69;30.0;304;0;3;0.0;0.00;587.08;;195.69;100.0
2026;"ACCESSOIRE OCCASION";"FLASH OCCASION";3;3;558.30;3;186.10;47.7;221;2;1;66.7;289.20;269.10;144.60;269.10;33.3
2026;MODELEUR;PARAPLUIE;17;17;543.58;27;31.98;36.3;550;4;13;23.5;128.67;414.91;32.17;31.92;76.5
2026;"AUDIO PRO";"MICROPHONE LAVALIER";6;6;494.94;7;82.49;26.5;841;1;5;16.7;49.92;445.02;49.92;89.00;83.3
2026;"ACCESSOIRE OCCASION";"CAMERA EMBARQUEE";1;1;490.49;1;490.49;61.0;0;1;0;100.0;490.49;0.00;490.49;;0.0
2026;STOCKAGE;SSD;2;2;449.84;2;224.92;28.0;1175;0;2;0.0;0.00;449.84;;224.92;100.0
2026;PAPIER;THERMIQUE;8;8;419.49;16;52.44;41.2;493;2;6;25.0;171.99;247.50;86.00;41.25;75.0
2026;IMPRESSION;PAPIER;8;8;419.49;16;52.44;41.2;493;2;6;25.0;171.99;247.50;86.00;41.25;75.0
2026;"EQUIPEMENT DE STUDIO";"FOND DE STUDIO";12;12;405.33;16;33.78;33.3;400;5;7;41.7;123.67;281.66;24.73;40.24;75.0
2026;SAC/VALISE;"VALISE RIGIDE";1;1;402.42;1;402.42;29.0;0;1;0;100.0;402.42;0.00;402.42;;100.0
2026;MONITEUR/CALIBRATION;"TABLETTE GRAPHIQUE / CONSOLE";2;2;399.84;2;199.92;50.0;17;1;1;50.0;199.92;199.92;199.92;199.92;50.0
2026;FLASH;"FLASH MACRO ET CIRCULAIRE";2;2;393.00;4;196.50;42.7;90;0;2;0.0;0.00;393.00;;196.50;100.0
2026;STUDIO/STREAMING;TELEPROMPTEUR;2;2;340.00;2;170.00;41.5;1652;0;2;0.0;0.00;340.00;;170.00;100.0
2026;ARGENTIQUE;"FILM 35MM";9;9;334.00;33;37.11;35.3;196;3;6;33.3;94.26;239.74;31.42;39.96;66.7
2026;HUB/CABLE/ALIMENTATION;HUB;5;4;319.07;7;63.81;44.4;1643;0;4;0.0;0.00;319.07;;63.81;100.0
2026;MODELEUR;REFLECTEUR;22;22;318.73;26;14.49;34.6;703;7;15;31.8;162.74;155.99;23.25;10.40;81.8
2026;TREPIED/SLIDER;"MONOPODE VIDEO";2;2;315.00;2;157.50;52.0;798;0;2;0.0;0.00;315.00;;157.50;100.0
2026;BATTERIE/ALIMENTATION;ALIMENTATION/CABLE;3;3;288.16;4;96.05;25.5;208;1;2;33.3;90.75;197.41;90.75;98.71;66.7
2026;BATTERIE/ALIMENTATION;PILES/CHARGEUR;2;2;266.66;2;133.33;39.5;287;1;1;50.0;133.33;133.33;133.33;133.33;50.0
2026;HUB/CABLE/ALIMENTATION;USB;8;8;264.33;8;33.04;43.4;508;2;6;25.0;15.67;248.66;7.84;41.44;75.0
2026;BATTERIE/ALIMENTATION;"ADAPTATEUR AC/COUPLEUR";4;4;256.06;7;64.02;36.5;349;1;3;25.0;73.16;182.90;73.16;60.97;75.0
2026;ACCESSOIRES;"SYSTEME DE CONTROLE SANS FIL";4;4;227.43;4;56.86;45.0;83;1;3;25.0;79.92;147.51;79.92;49.17;75.0
2026;"CARTE MEMOIRE/ACCESSOIRE";ACCESSOIRE;9;9;207.59;9;23.07;33.9;702;3;6;33.3;48.09;159.50;16.03;26.58;66.7
2026;"ACCESSOIRE PHOTO";"LIVRES PHOTO";4;4;202.85;5;50.71;59.0;60;3;1;75.0;175.36;27.49;58.45;27.49;25.0
2026;TREPIED/ROTULE;SUPPORT;2;2;197.33;2;98.67;;755;0;2;0.0;0.00;197.33;;98.67;100.0
2026;"ACCESSOIRE OCCASION";AUDIO;1;1;181.09;1;181.09;;811;0;1;0.0;0.00;181.09;;181.09;100.0
2026;OBJECTIF;"OBJECTIF MANUEL";1;1;179.17;1;179.17;;202;0;1;0.0;0.00;179.17;;179.17;100.0
2026;FILTRE;"FILTRE DRONE";6;6;174.40;7;29.07;36.0;116;4;2;66.7;91.24;83.16;22.81;41.58;33.3
2026;"ACCESSOIRE ECLAIRAGE";AMPOULE;4;4;170.26;7;42.57;30.5;605;1;3;25.0;2.42;167.84;2.42;55.95;75.0
2026;"ACCESSOIRE PHOTO";"ACCESSOIRE POUR LCD/VISEUR";5;5;161.32;6;32.26;44.8;463;2;3;40.0;62.33;98.99;31.17;33.00;60.0
2026;"AUDIO PRO";ENREGISTREUR;1;1;156.58;1;156.58;32.0;23;0;1;0.0;0.00;156.58;;156.58;100.0
2026;STABILISATEUR;"STABILISATEUR MOBILE";2;2;148.34;2;74.17;39.5;523;0;2;0.0;0.00;148.34;;74.17;100.0
2026;DRONE;BATTERIE;2;2;147.50;3;73.75;36.0;0;2;0;100.0;147.50;0.00;73.75;;0.0
2026;"PRO VIDEO";"ACCESSOIRE VIDÉO";5;5;143.25;5;28.65;35.0;475;1;4;20.0;32.50;110.75;32.50;27.69;80.0
2026;HUB/CABLE/ALIMENTATION;VIDEO;8;8;139.19;10;17.40;32.3;633;4;4;50.0;79.67;59.52;19.92;14.88;50.0
2026;"AUDIO PRO";CASQUE;1;1;118.25;1;118.25;26.0;1911;0;1;0.0;0.00;118.25;;118.25;100.0
2026;JUMELLES;"ACCESSOIRE JUMELLE";2;2;115.75;2;57.88;67.0;172;1;1;50.0;44.08;71.67;44.08;71.67;50.0
2026;FORMATION;"FORMATION LOGICIEL";1;1;100.00;1;100.00;20.0;13;1;0;100.0;100.00;0.00;100.00;;100.0
2026;"MATERIEL VIDEO";SAC/VALISE;3;3;93.08;3;31.03;45.0;515;2;1;66.7;69.00;24.08;34.50;24.08;33.3
2026;"ACCESSOIRE DE TERRAIN";"ÉNERGIE AUTONOME";1;1;83.25;1;83.25;;15;1;0;100.0;83.25;0.00;83.25;;0.0
2026;FORMATION;"FORMATION MÉTIER";1;1;80.83;1;80.83;;0;1;0;100.0;80.83;0.00;80.83;;0.0
2026;"ACCESSOIRE DE TERRAIN";MULTI-TOOLS;5;5;69.48;6;13.90;51.3;151;3;2;60.0;34.74;34.74;11.58;17.37;40.0
2026;FILTRE;"FILTRE CAPTEUR";1;1;65.75;1;65.75;67.0;213;0;1;0.0;0.00;65.75;;65.75;100.0
2026;HUB/CABLE/ALIMENTATION;CHARGEUR;1;1;62.50;1;62.50;;120;0;1;0.0;0.00;62.50;;62.50;100.0
2026;FORMATION;"PRODUIT DIGITAL PHOTO";1;1;58.32;1;58.32;;176;1;0;100.0;58.32;0.00;58.32;;0.0
2026;STOCKAGE;"CLE USB";2;2;38.16;2;19.08;27.0;855;1;1;50.0;19.08;19.08;19.08;19.08;50.0
2026;BATTERIE/ALIMENTATION;CHARGEUR;2;2;24.83;2;12.42;71.0;0;2;0;100.0;24.83;0.00;12.42;;0.0
2026;FORMATION;"PRODUIT DIGITAL VIDEO";1;1;20.00;1;20.00;21.0;1;1;0;100.0;20.00;0.00;20.00;;0.0
2025;Accueil;"MATERIEL PHOTO";8482;6969;6595020.23;13367;777.53;40.7;305;4842;2645;69.5;4328659.34;2266360.89;893.98;622.63;45.4
2025;"MATERIEL PHOTO";"APPAREIL PHOTO NUMERIQUE";3557;3340;5862013.84;3581;1648.02;39.5;251;2578;840;77.2;3976003.92;1886009.92;1542.28;1926.47;41.0
2025;"APPAREIL PHOTO NUMERIQUE";"APPAREIL PHOTO HYBRIDE";3007;2834;5284549.46;3021;1757.42;39.4;251;2191;709;77.3;3684531.00;1600018.46;1681.67;1960.81;43.0
2025;Accueil;OPTIQUE;4595;3949;3550462.77;5615;772.68;40.5;323;2280;1877;57.7;1637357.46;1913105.31;718.14;826.40;56.8
2025;OPTIQUE;OBJECTIF;3108;2776;3338169.36;3324;1074.06;39.6;330;1547;1325;55.7;1538807.51;1799361.85;994.70;1152.70;59.2
2025;OBJECTIF;"OBJECTIF HYBRIDE";3032;2716;3257001.03;3243;1074.21;39.6;329;1508;1299;55.5;1502743.16;1754257.87;996.51;1151.09;59.3
2025;Accueil;Promotions;2074;1898;2885691.15;2471;1391.37;39.9;335;1213;748;63.9;1787216.90;1098474.25;1473.39;1275.81;54.5
2025;Accueil;OCCASION;2002;1690;1838751.57;2118;918.46;42.4;326;1120;658;66.3;998927.57;839824.00;891.90;952.18;48.1
2025;Accueil;"MATERIEL VIDEO";2145;1831;1235456.28;3079;575.97;33.7;352;1042;857;56.9;677955.51;557500.77;650.63;505.44;53.7
2025;OCCASION;"APPAREIL PHOTO/VIDEO OCCASION";641;598;906925.05;642;1414.86;40.3;276;425;186;71.1;555374.46;351550.59;1306.76;1627.55;48.0
2025;OCCASION;"OBJECTIF OCCASION";1217;1064;825435.89;1248;678.25;43.2;344;632;464;59.4;395491.79;429944.10;625.78;734.95;52.2
2025;"APPAREIL PHOTO/VIDEO OCCASION";"HYBRIDE OCCASION";534;499;776572.55;535;1454.26;39.9;292;346;163;69.3;479685.98;296886.57;1386.38;1579.18;51.1
2025;"OBJECTIF OCCASION";"HYBRIDE OCCASION";1040;910;726857.23;1068;698.90;41.9;369;509;427;55.9;315533.84;411323.39;619.91;774.62;54.8
2025;"MATERIEL VIDEO";"PRO VIDEO";264;251;626526.56;273;2373.21;32.0;342;159;93;63.3;382673.63;243852.93;2406.75;2322.41;52.6
2025;"APPAREIL PHOTO NUMERIQUE";"APPAREIL PHOTO COMPACT";538;519;561514.53;546;1043.71;39.8;248;379;145;73.0;279171.64;282342.89;736.60;1775.74;32.6
2025;"PRO VIDEO";"CAMERA CINE";160;155;476782.88;161;2979.89;30.3;332;100;56;64.5;281883.09;194899.79;2818.83;3248.33;54.2
2025;Accueil;DRONE;398;380;333184.64;456;837.15;45.1;351;227;161;59.7;173851.49;159333.15;765.87;931.77;51.3
2025;Accueil;"MATERIEL D'ECLAIRAGE";1787;1514;331511.54;3214;185.51;36.3;371;787;791;52.0;141596.33;189915.21;179.92;189.92;58.0
2025;DRONE;DRONE;326;319;315618.18;332;968.15;47.2;365;184;137;57.7;161839.91;153778.27;879.56;1082.95;53.3
2025;"MATERIEL PHOTO";"CARTE MEMOIRE/ACCESSOIRE";1713;1572;230155.70;2455;134.36;39.2;327;877;749;55.8;108572.37;121583.33;123.80;145.43;60.3
2025;"CARTE MEMOIRE/ACCESSOIRE";"CARTE MEMOIRE";1525;1422;206079.65;2051;135.13;39.0;321;803;660;56.5;97922.07;108157.58;121.95;149.80;59.9
2025;"MATERIEL PHOTO";SAC/VALISE;1214;1103;190106.54;1452;156.60;40.3;325;609;523;55.2;94426.02;95680.52;155.05;158.15;55.7
2025;"MATERIEL VIDEO";"CAMERA EMBARQUEE/360";410;381;171990.00;489;419.49;35.0;374;215;173;56.4;92835.04;79154.96;431.79;405.92;50.1
2025;OPTIQUE;FILTRE;1289;1186;142608.10;1583;110.63;40.3;319;598;622;50.4;60635.65;81972.45;101.40;118.63;61.9
2025;"PRO VIDEO";"CAMERA PRO";73;68;139194.83;74;1906.78;37.6;328;47;21;69.1;96901.61;42293.22;2061.74;1626.66;47.1
2025;"MATERIEL PHOTO";TREPIED/ROTULE;1036;957;129605.28;1276;125.10;43.2;312;511;472;53.4;63388.66;66216.62;124.05;126.13;58.0
2025;"CAMERA EMBARQUEE/360";"CAMERA D'ACTION";266;255;125259.47;278;470.90;35.0;320;153;106;60.0;75676.17;49583.30;494.62;438.79;48.2
2025;"MATERIEL VIDEO";"AUDIO PRO";638;597;123567.73;817;193.68;32.6;308;333;276;55.8;66568.69;56999.04;199.91;186.88;55.1
2025;Accueil;FORMATION;1498;1431;122285.39;1517;81.63;48.2;300;961;502;67.2;78399.00;43886.39;81.58;81.73;46.8
2025;"MATERIEL VIDEO";STABILISATEUR;300;289;122127.32;328;407.09;34.2;345;126;165;43.6;49008.22;73119.10;388.95;420.22;65.1
2025;"OBJECTIF OCCASION";"REFLEX OCCASION";201;191;121334.02;204;603.65;47.8;225;134;61;70.2;83413.64;37920.38;622.49;565.98;44.0
2025;FORMATION;"FORMATION MATÉRIEL";1445;1384;113704.07;1460;78.69;48.4;306;928;485;67.1;73010.93;40693.14;78.68;78.71;47.2
2025;SAC/VALISE;"SAC A DOS";513;488;110939.92;540;216.26;40.2;315;259;235;53.1;56279.49;54660.43;217.30;215.20;58.0
2025;Accueil;"MATERIEL INFORMATIQUE";468;444;103153.44;523;220.41;36.2;347;220;232;49.5;52786.12;50367.32;239.94;203.09;60.8
2025;"MATERIEL PHOTO";BATTERIE/ALIMENTATION;1286;1211;102932.68;1786;80.04;41.8;320;633;600;52.3;48986.40;53946.28;77.39;82.61;61.6
2025;"MATERIEL VIDEO";STUDIO/STREAMING;200;195;94703.80;225;473.52;32.2;424;82;116;42.1;45144.35;49559.45;550.54;420.00;68.7
2025;"MATERIEL D'ECLAIRAGE";"LUMIERE CONTINUE";371;346;90979.46;452;245.23;33.4;389;156;197;45.1;39886.75;51092.71;255.68;237.64;63.9
2025;"MATERIEL D'ECLAIRAGE";FLASH;471;458;90819.88;477;192.82;35.2;354;207;253;45.2;38165.02;52654.86;184.37;199.45;64.4
2025;FLASH;"FLASH COBRA";449;438;87545.82;454;194.98;34.6;353;197;243;45.0;36774.67;50771.15;186.67;201.47;65.1
2025;"MATERIEL PHOTO";"ACCESSOIRE PHOTO";2032;1874;87263.64;2535;42.94;42.4;352;996;913;53.1;39870.97;47392.67;40.03;45.75;58.0
2025;Accueil;"NATURE ET OUTDOOR";750;662;85673.08;999;114.23;46.6;272;403;290;60.9;43044.77;42628.31;106.81;122.85;51.5
2025;"APPAREIL PHOTO/VIDEO OCCASION";"COMPACT OCCASION";49;49;75088.21;49;1532.41;46.5;410;27;22;55.1;27773.27;47314.94;1028.64;2150.68;51.0
2025;BATTERIE/ALIMENTATION;"BATTERIE D'APPAREIL PHOTO";1007;973;73242.31;1240;72.73;41.9;314;511;473;52.5;34611.69;38630.62;67.73;77.88;61.8
2025;OPTIQUE;ACCESSOIRES;656;636;68076.31;739;103.77;44.6;302;355;287;55.8;35730.04;32346.27;100.65;107.46;56.4
2025;TREPIED/ROTULE;TREPIED;339;333;67173.82;343;198.15;40.7;202;191;144;57.4;35539.13;31634.69;186.07;213.75;53.5
2025;"NATURE ET OUTDOOR";"ACCESSOIRE DE TERRAIN";708;630;65436.64;951;92.42;46.4;266;383;275;60.8;34397.72;31038.92;89.81;95.50;51.3
2025;STABILISATEUR;"STABILISATEUR PRO";106;105;64670.00;106;610.09;32.7;307;50;55;47.6;30266.65;34403.35;605.33;614.35;62.9
2025;STUDIO/STREAMING;MONITEUR/ENREGISTREUR;161;159;61561.64;183;382.37;31.7;438;61;99;38.4;23819.61;37742.03;390.49;377.42;74.8
2025;"LUMIERE CONTINUE";"PROJECTEUR A LED";216;206;60352.11;245;279.41;32.8;383;96;115;46.6;28205.15;32146.96;293.80;267.89;63.6
2025;"ACCESSOIRE PHOTO";"ACCESSOIRE PHOTO";883;834;55278.88;978;62.60;43.7;407;392;451;47.0;23487.45;31791.43;59.92;64.75;63.8
2025;"AUDIO PRO";"SYSTEMES SANS FIL";253;249;53024.21;259;209.58;31.9;332;129;122;51.8;26837.57;26186.64;208.04;211.18;53.8
2025;"APPAREIL PHOTO/VIDEO OCCASION";"REFLEX OCCASION";64;64;49752.32;64;777.38;41.6;145;51;13;79.7;40260.52;9491.80;789.42;730.14;34.4
2025;"FLASH STROBOSCOPIQUE";"FLASH MONOLAMPE";102;101;48197.16;119;472.52;37.7;384;37;64;36.6;17175.66;31021.50;464.21;477.25;75.2
2025;"MATERIEL D'ECLAIRAGE";"FLASH STROBOSCOPIQUE";102;101;48197.16;119;472.52;37.7;384;37;64;36.6;17175.66;31021.50;464.21;477.25;75.2
2025;"APPAREIL PHOTO/VIDEO OCCASION";"VIDEO PRO OCCASION";18;18;44783.39;18;2487.97;30.5;223;12;6;66.7;27125.19;17658.20;2260.43;2943.03;50.0
2025;"MATERIEL VIDEO";SUPPORT/RIGS;417;385;44698.39;557;107.19;32.3;332;190;201;49.4;21130.26;23568.13;111.21;103.82;62.9
2025;STABILISATEUR;STABILISATEUR;134;131;44199.36;135;329.85;33.0;335;54;78;41.2;15555.13;28644.23;288.06;358.05;67.9
2025;OCCASION;"ACCESSOIRE OCCASION";198;187;43242.95;200;218.40;43.9;355;101;87;54.0;22188.68;21054.27;219.69;217.05;56.7
